age,,education,education-num,race,capital-gain,capital-loss,hours-per-week,native-country,Income
22,500720, HS-grad,9, White,0,0,40, Mexico, <=50K
42,182108, Bachelors,13, White,0,0,35, United-States, <=50K
37,231491, HS-grad,9, White,0,0,35, United-States, <=50K
36,239415, HS-grad,9, White,0,0,35, United-States, <=50K
38,179262, Some-college,10, White,0,0,30, United-States, <=50K
72,121004, HS-grad,9, White,0,0,55, United-States, <=50K
40,252392, 5th-6th,3, White,0,0,40, Mexico, <=50K
19,163578, Some-college,10, White,0,0,30, United-States, <=50K
55,143266, Assoc-voc,11, White,0,0,50, Hungary, >50K
30,285902, Assoc-acdm,12, White,0,0,40, United-States, <=50K
52,113094, Bachelors,13, White,0,1092,40, United-States, <=50K
29,278637, Bachelors,13, White,3103,0,45, United-States, >50K
41,174540, Some-college,10, Black,0,0,4, United-States, <=50K
29,188729, Bachelors,13, White,0,0,45, United-States, <=50K
24,72143, Bachelors,13, White,0,0,20, United-States, <=50K
46,328216, Prof-school,15, White,0,0,45, United-States, >50K
44,165815, HS-grad,9, White,0,0,60, United-States, >50K
17,317702, 10th,6, Black,0,0,15, United-States, <=50K
35,215323, Assoc-voc,11, White,0,0,35, United-States, <=50K
38,192939, HS-grad,9, White,0,0,40, United-States, <=50K
36,156352, 9th,5, White,0,0,40, United-States, <=50K
24,155066, 11th,7, White,0,0,60, United-States, <=50K
38,152621, Bachelors,13, White,0,0,99, United-States, <=50K
19,298891, 11th,7, White,0,0,40, Honduras, <=50K
30,193298, HS-grad,9, White,0,0,45, United-States, <=50K
36,150309, Assoc-voc,11, Amer-Indian-Eskimo,0,0,40, United-States, <=50K
27,384308, Some-college,10, White,0,0,45, United-States, <=50K
27,305647, Assoc-acdm,12, White,0,0,40, United-States, >50K
66,182378, 7th-8th,4, White,0,0,30, United-States, <=50K
65,23494, Some-college,10, Black,0,2174,40, United-States, >50K
37,421633, Masters,14, Black,0,0,40, United-States, >50K
17,57723, 11th,7, White,0,0,30, United-States, <=50K
19,307837, Some-college,10, White,0,0,40, United-States, <=50K
57,103540, 5th-6th,3, Black,0,0,50, United-States, <=50K
54,136224, Masters,14, White,0,0,30, United-States, <=50K
21,231573, Some-college,10, White,0,0,40, United-States, <=50K
43,242804, HS-grad,9, White,0,0,40, United-States, <=50K
50,163671, HS-grad,9, White,0,0,40, United-States, <=50K
38,287701, 11th,7, White,0,0,48, United-States, >50K
31,187560, HS-grad,9, White,15024,0,40, United-States, >50K
41,222504, Prof-school,15, White,0,0,38, United-States, <=50K
20,41356, Some-college,10, White,0,0,40, United-States, <=50K
28,59335, Bachelors,13, White,0,0,15, United-States, <=50K
62,84756, 9th,5, White,0,0,35, United-States, <=50K
41,407425, 12th,8, Black,0,0,40, United-States, <=50K
37,162424, HS-grad,9, White,0,0,45, United-States, <=50K
53,175456, Some-college,10, White,0,0,30, United-States, <=50K
28,52603, Bachelors,13, White,0,0,50, United-States, >50K
23,250630, Masters,14, White,0,0,30, United-States, <=50K
46,233974, HS-grad,9, White,0,0,35, United-States, <=50K
28,376302, HS-grad,9, White,0,0,45, United-States, <=50K
50,195638, 10th,6, White,0,0,40, United-States, <=50K
19,225775, Some-college,10, White,0,0,45, Mexico, <=50K
84,388384, 7th-8th,4, Black,0,0,10, United-States, <=50K
48,219021, Prof-school,15, White,0,0,35, United-States, >50K
61,168654, HS-grad,9, White,0,0,20, United-States, <=50K
44,180609, Some-college,10, White,0,0,42, United-States, <=50K
32,114746, HS-grad,9, Asian-Pac-Islander,0,0,60, South, <=50K
25,178037, Some-college,10, White,0,0,35, United-States, <=50K
47,160045, Some-college,10, White,0,0,40, United-States, <=50K
19,268524, Some-college,10, White,0,0,15, United-States, <=50K
37,174844, Some-college,10, White,0,0,17, United-States, <=50K
28,82488, HS-grad,9, Asian-Pac-Islander,0,0,40, United-States, <=50K
34,221167, Assoc-acdm,12, White,0,0,40, United-States, >50K
32,48014, Some-college,10, White,0,0,35, United-States, <=50K
24,217226, Some-college,10, White,0,0,30, United-States, <=50K
22,177902, Some-college,10, Asian-Pac-Islander,0,0,25, United-States, <=50K
30,39386, Some-college,10, Black,0,0,99, United-States, <=50K
56,37394, Masters,14, White,0,0,40, United-States, <=50K
30,115426, Bachelors,13, White,0,0,40, United-States, >50K
28,114158, Some-college,10, White,0,0,26, United-States, <=50K
40,119101, Some-college,10, White,0,1887,68, United-States, >50K
28,360527, Some-college,10, White,0,0,45, United-States, <=50K
39,225544, 12th,8, White,0,0,40, United-States, <=50K
33,108438, HS-grad,9, White,0,0,40, United-States, >50K
23,230315, Some-college,10, Asian-Pac-Islander,0,0,40, Dominican-Republic, <=50K
32,158002, Some-college,10, White,0,0,55, Ecuador, <=50K
37,179468, HS-grad,9, White,0,0,40, United-States, <=50K
71,99894, 5th-6th,3, Asian-Pac-Islander,0,0,75, United-States, <=50K
30,270889, Some-college,10, White,0,0,40, United-States, >50K
20,42279, Some-college,10, White,0,0,40, United-States, <=50K
53,167380, HS-grad,9, White,0,1740,50, United-States, <=50K
42,274913, HS-grad,9, White,0,0,45, United-States, <=50K
44,35910, Bachelors,13, White,0,1902,56, United-States, >50K
26,68001, Masters,14, White,0,0,40, United-States, <=50K
21,27162, Some-college,10, White,0,0,16, United-States, <=50K
37,286146, HS-grad,9, Black,0,0,40, United-States, <=50K
36,95462, Bachelors,13, White,0,0,40, United-States, <=50K
25,50103, HS-grad,9, White,0,0,40, United-States, <=50K
54,511668, Doctorate,16, White,0,1977,43, United-States, >50K
38,189679, Bachelors,13, White,0,0,50, United-States, >50K
29,115064, HS-grad,9, White,0,0,40, United-States, <=50K
20,215443, Some-college,10, White,0,0,38, United-States, <=50K
32,174789, HS-grad,9, White,0,0,50, United-States, <=50K
24,91999, Assoc-acdm,12, White,0,0,20, United-States, <=50K
59,100931, HS-grad,9, White,0,0,40, United-States, >50K
56,119069, Bachelors,13, White,0,0,40, United-States, >50K
40,277488, HS-grad,9, White,0,0,84, United-States, <=50K
35,265662, Bachelors,13, White,0,0,40, United-States, >50K
38,114591, Bachelors,13, White,15024,0,40, United-States, >50K
24,227594, Some-college,10, White,0,0,20, United-States, <=50K
30,129707, Some-college,10, White,0,1848,40, United-States, >50K
61,175032, HS-grad,9, White,0,0,40, United-States, <=50K
36,133569, 1st-4th,2, White,0,0,40, Mexico, <=50K
20,308654, Some-college,10, Asian-Pac-Islander,0,0,20, United-States, <=50K
36,156084, HS-grad,9, White,0,0,40, United-States, <=50K
45,380127, Bachelors,13, White,0,0,40, United-States, <=50K
22,210781, Bachelors,13, White,0,0,40, United-States, <=50K
31,189759, HS-grad,9, White,0,2001,40, United-States, <=50K
34,258675, HS-grad,9, White,0,0,40, United-States, <=50K
24,223367, 11th,7, White,0,0,40, United-States, <=50K
42,204817, 9th,5, Black,0,0,35, United-States, <=50K
23,409230, Bachelors,13, White,0,0,25, United-States, <=50K
46,308077, Prof-school,15, White,0,0,40, Germany, >50K
60,159049, Prof-school,15, White,0,0,70, Germany, >50K
40,353142, Some-college,10, Black,0,0,40, United-States, <=50K
55,143030, HS-grad,9, White,0,0,40, United-States, <=50K
47,304857, Masters,14, White,27828,0,40, United-States, >50K
28,30912, HS-grad,9, White,0,0,43, United-States, <=50K
55,125000, Prof-school,15, White,0,0,60, United-States, >50K
47,181363, Masters,14, White,0,0,40, United-States, >50K
54,338620, Masters,14, White,0,0,52, United-States, >50K
32,115989, 11th,7, White,0,0,60, United-States, <=50K
38,111128, Assoc-acdm,12, White,0,0,40, United-States, >50K
61,201273, Some-college,10, White,0,0,40, United-States, <=50K
62,137354, Masters,14, Asian-Pac-Islander,0,0,40, South, <=50K
29,133420, Some-college,10, White,5013,0,40, United-States, <=50K
26,192208, HS-grad,9, Black,0,0,32, United-States, <=50K
19,220001, Some-college,10, White,0,0,50, United-States, <=50K
40,352612, 10th,6, White,0,0,40, United-States, <=50K
36,169426, HS-grad,9, White,7298,0,40, United-States, >50K
42,319016, HS-grad,9, White,2885,0,45, United-States, <=50K
55,119751, Masters,14, Asian-Pac-Islander,0,0,40, Thailand, <=50K
55,202220, HS-grad,9, Black,2407,0,35, United-States, <=50K
43,99220, Bachelors,13, White,0,0,40, United-States, >50K
39,111275, HS-grad,9, White,0,0,40, United-States, <=50K
38,261241, Some-college,10, White,0,0,45, United-States, >50K
28,261725, HS-grad,9, White,0,0,40, Mexico, <=50K
36,182013, Some-college,10, White,0,0,40, United-States, <=50K
49,40666, Some-college,10, White,0,0,50, United-States, <=50K
41,216461, Some-college,10, Black,0,0,40, United-States, <=50K
60,320376, 7th-8th,4, White,0,0,40, United-States, <=50K
35,282951, Bachelors,13, White,0,0,70, United-States, <=50K
36,166697, Bachelors,13, White,0,0,40, United-States, <=50K
51,290856, HS-grad,9, White,0,0,40, United-States, >50K
23,455361, HS-grad,9, White,0,0,40, Guatemala, <=50K
51,82783, HS-grad,9, White,0,0,40, United-States, <=50K
17,56536, 11th,7, White,1055,0,18, India, <=50K
33,109959, Some-college,10, White,0,0,25, United-States, <=50K
50,177927, HS-grad,9, White,0,0,40, United-States, <=50K
38,192337, 12th,8, White,0,0,40, United-States, >50K
18,236272, HS-grad,9, White,0,0,35, United-States, <=50K
26,33610, HS-grad,9, White,0,0,40, United-States, <=50K
21,209483, Some-college,10, White,0,0,47, United-States, <=50K
26,247006, HS-grad,9, White,0,0,52, United-States, <=50K
30,311913, HS-grad,9, White,0,0,40, United-States, >50K
39,204756, Some-college,10, White,0,0,20, United-States, <=50K
33,300681, HS-grad,9, Black,0,0,40, United-States, <=50K
42,24264, Some-college,10, White,0,0,38, United-States, <=50K
28,266070, Prof-school,15, White,0,0,50, United-States, <=50K
20,226978, HS-grad,9, White,0,0,35, United-States, <=50K
66,362165, Bachelors,13, Black,0,2206,25, United-States, <=50K
31,341672, Some-college,10, Asian-Pac-Islander,0,0,50, India, <=50K
36,179488, Some-college,10, White,0,0,40, Canada, <=50K
39,243872, Assoc-acdm,12, White,0,0,40, United-States, >50K
52,259583, HS-grad,9, White,0,0,40, United-States, <=50K
61,159822, 7th-8th,4, White,7688,0,40, Poland, >50K
27,219863, HS-grad,9, White,0,0,40, United-States, <=50K
45,206947, HS-grad,9, White,0,0,50, United-States, <=50K
21,245572, 9th,5, Amer-Indian-Eskimo,0,0,40, United-States, <=50K
25,38488, HS-grad,9, White,0,0,40, United-States, <=50K
24,182504, Some-college,10, White,0,0,25, United-States, <=50K
38,193815, Assoc-acdm,12, White,0,0,55, Italy, <=50K
51,521665, Some-college,10, White,0,0,24, United-States, <=50K
29,46442, Bachelors,13, White,0,1902,50, United-States, >50K
45,60267, HS-grad,9, White,0,0,38, United-States, <=50K
59,264357, 10th,6, White,0,0,50, United-States, <=50K
41,191814, HS-grad,9, White,0,0,40, United-States, <=50K
23,107882, Bachelors,13, White,0,0,40, United-States, <=50K
43,174575, Some-college,10, White,0,0,45, United-States, <=50K
17,143331, 11th,7, White,0,0,20, United-States, <=50K
32,126132, Bachelors,13, White,15024,0,50, United-States, >50K
42,198619, Assoc-voc,11, White,0,0,40, United-States, <=50K
68,211287, Masters,14, White,0,2392,40, United-States, >50K
55,238192, HS-grad,9, White,0,1887,40, United-States, >50K
43,257780, HS-grad,9, White,0,0,40, United-States, <=50K
61,183355, HS-grad,9, White,0,0,40, United-States, >50K
28,148429, HS-grad,9, White,0,0,40, United-States, <=50K
47,71221, HS-grad,9, White,0,0,60, United-States, <=50K
21,236769, 7th-8th,4, White,0,0,40, United-States, <=50K
39,32146, Some-college,10, White,0,0,40, United-States, <=50K
39,347491, 11th,7, White,0,1876,46, United-States, <=50K
34,180714, Some-college,10, Black,0,2179,40, United-States, <=50K
57,188877, 9th,5, White,0,0,40, United-States, <=50K
27,306747, Bachelors,13, Black,0,0,40, United-States, <=50K
21,478457, Some-college,10, Black,0,0,12, United-States, <=50K
25,248990, 5th-6th,3, White,0,0,40, Mexico, <=50K
51,46281, Some-college,10, White,0,0,50, United-States, >50K
35,148015, Bachelors,13, Black,0,0,40, United-States, <=50K
19,278115, Some-college,10, White,0,0,12, United-States, <=50K
27,190525, Bachelors,13, White,7298,0,55, United-States, >50K
34,176673, Some-college,10, Black,0,0,35, United-States, <=50K
33,202366, HS-grad,9, White,0,0,32, United-States, <=50K
36,238415, HS-grad,9, White,0,0,40, United-States, <=50K
33,37939, Bachelors,13, White,0,0,35, United-States, <=50K
60,35649, Bachelors,13, White,0,0,40, United-States, <=50K
42,383493, Some-college,10, White,15024,0,50, United-States, >50K
47,204900, HS-grad,9, Black,0,0,40, United-States, <=50K
42,20809, HS-grad,9, White,0,0,75, United-States, >50K
34,148207, Some-college,10, White,0,0,65, United-States, >50K
21,200153, HS-grad,9, White,0,0,32, United-States, <=50K
30,169496, Masters,14, White,0,0,15, United-States, >50K
53,22978, Masters,14, White,0,0,50, United-States, >50K
34,366898, HS-grad,9, White,0,0,40, Germany, <=50K
37,324947, Bachelors,13, White,0,0,40, United-States, <=50K
27,321577, HS-grad,9, Black,0,0,40, United-States, <=50K
31,241360, Bachelors,13, White,0,0,40, United-States, <=50K
30,207564, Some-college,10, White,0,0,40, United-States, <=50K
33,220860, HS-grad,9, White,0,0,45, United-States, <=50K
41,336571, Some-college,10, White,0,0,40, United-States, <=50K
23,56402, Some-college,10, White,0,0,30, United-States, <=50K
65,180280, Some-college,10, White,0,0,40, United-States, <=50K
30,81282, HS-grad,9, White,0,0,40, United-States, <=50K
51,86332, Assoc-voc,11, White,4064,0,55, United-States, <=50K
30,27051, Some-college,10, White,0,0,40, United-States, <=50K
49,287647, Masters,14, White,4787,0,45, United-States, >50K
37,183735, HS-grad,9, White,3137,0,30, United-States, <=50K
42,100800, HS-grad,9, White,0,0,40, United-States, <=50K
62,155094, Assoc-voc,11, White,0,0,45, United-States, >50K
67,102693, HS-grad,9, White,1086,0,35, United-States, <=50K
31,151053, Some-college,10, White,5178,0,40, United-States, >50K
50,548361, Bachelors,13, White,0,0,20, United-States, >50K
33,173858, Bachelors,13, Asian-Pac-Islander,0,0,40, India, <=50K
27,347153, Some-college,10, White,0,0,40, United-States, <=50K
31,319146, Assoc-voc,11, White,4386,0,40, Mexico, >50K
35,197719, Some-college,10, Amer-Indian-Eskimo,0,0,40, United-States, <=50K
55,197114, Some-college,10, White,0,0,6, United-States, >50K
54,109418, Bachelors,13, White,0,1977,35, United-States, >50K
56,182062, Bachelors,13, White,0,0,48, United-States, >50K
21,184543, Assoc-voc,11, White,0,0,40, United-States, <=50K
66,175558, 7th-8th,4, White,0,0,20, Germany, <=50K
46,122026, HS-grad,9, White,0,0,50, United-States, <=50K
23,340543, Bachelors,13, White,0,0,38, United-States, <=50K
43,101950, Masters,14, White,0,0,45, United-States, <=50K
40,179508, HS-grad,9, White,0,0,55, United-States, <=50K
52,225317, 5th-6th,3, White,0,0,40, Mexico, <=50K
59,53304, Bachelors,13, White,0,0,50, United-States, >50K
36,282602, Assoc-voc,11, Black,0,0,40, United-States, <=50K
33,184016, HS-grad,9, White,0,0,40, United-States, <=50K
20,250165, HS-grad,9, White,0,0,40, United-States, <=50K
21,196467, HS-grad,9, White,0,0,35, United-States, <=50K
59,220783, 10th,6, White,0,0,40, United-States, <=50K
42,178780, Masters,14, White,0,0,50, United-States, >50K
62,65868, HS-grad,9, White,0,0,43, United-States, <=50K
54,35459, HS-grad,9, White,0,0,40, United-States, <=50K
35,98986, 7th-8th,4, White,0,0,30, United-States, <=50K
36,282092, Assoc-acdm,12, White,0,0,40, United-States, <=50K
21,140764, HS-grad,9, White,0,0,45, United-States, <=50K
30,33124, HS-grad,9, White,0,0,14, United-States, <=50K
46,90042, Some-college,10, White,0,0,40, United-States, >50K
32,102986, 5th-6th,3, Asian-Pac-Islander,0,0,40, Laos, >50K
21,214387, Some-college,10, White,0,0,64, United-States, <=50K
39,180667, HS-grad,9, White,0,0,40, United-States, <=50K
54,278329, HS-grad,9, White,0,0,43, United-States, <=50K
32,184440, Some-college,10, White,3464,0,40, United-States, <=50K
23,140462, HS-grad,9, White,0,0,40, United-States, <=50K
42,202565, 1st-4th,2, White,0,0,40, Italy, <=50K
62,181063, 10th,6, White,0,0,30, United-States, <=50K
28,287268, Some-college,10, White,0,0,35, United-States, <=50K
28,215955, HS-grad,9, White,0,0,40, United-States, <=50K
35,82552, Assoc-acdm,12, White,0,0,40, United-States, <=50K
19,41745, Some-college,10, White,0,0,40, United-States, <=50K
27,73587, HS-grad,9, Black,0,0,35, United-States, <=50K
54,263925, 1st-4th,2, White,0,0,50, United-States, <=50K
19,196119, HS-grad,9, White,0,0,35, United-States, <=50K
27,284741, Some-college,10, White,0,0,30, United-States, <=50K
30,293936, HS-grad,9, White,0,0,50, ?, <=50K
35,340428, Assoc-acdm,12, White,0,0,35, United-States, <=50K
66,175891, 9th,5, White,0,0,40, United-States, <=50K
19,276973, Some-college,10, White,0,0,20, United-States, <=50K
30,161599, HS-grad,9, White,0,0,40, United-States, >50K
32,144064, Bachelors,13, White,0,0,40, United-States, <=50K
31,236391, Some-college,10, White,0,0,40, United-States, <=50K
26,224943, Assoc-voc,11, Black,0,0,65, United-States, <=50K
44,151294, Some-college,10, White,0,0,25, United-States, <=50K
52,68982, Bachelors,13, White,0,0,50, United-States, >50K
30,241885, Some-college,10, White,0,0,40, United-States, <=50K
32,189461, HS-grad,9, White,0,0,60, United-States, <=50K
19,36012, HS-grad,9, White,0,0,40, United-States, <=50K
33,85355, HS-grad,9, White,0,0,30, United-States, <=50K
20,157595, Some-college,10, White,0,0,40, United-States, <=50K
61,197286, 7th-8th,4, White,0,0,40, United-States, <=50K
33,362747, Some-college,10, Black,0,0,35, United-States, <=50K
24,395297, Some-college,10, White,0,0,35, United-States, <=50K
31,144949, Bachelors,13, White,0,0,60, United-States, <=50K
20,163665, HS-grad,9, White,0,0,20, United-States, <=50K
32,141490, Assoc-voc,11, White,0,0,50, United-States, <=50K
29,147889, Assoc-acdm,12, White,0,0,40, United-States, <=50K
61,232808, 10th,6, White,0,0,24, United-States, <=50K
48,70668, HS-grad,9, White,0,0,50, United-States, <=50K
29,33315, Assoc-acdm,12, White,0,0,40, United-States, <=50K
61,63526, 12th,8, Black,0,0,52, United-States, <=50K
34,591711, Some-college,10, Black,0,0,48, ?, <=50K
22,200318, Assoc-acdm,12, White,0,0,15, United-States, <=50K
32,97723, HS-grad,9, White,0,1672,40, United-States, <=50K
38,109231, HS-grad,9, White,0,0,40, United-States, <=50K
27,102889, Some-college,10, White,0,0,40, United-States, <=50K
26,167106, HS-grad,9, Asian-Pac-Islander,0,0,40, Hong, <=50K
35,182898, HS-grad,9, White,8614,0,40, United-States, >50K
62,197918, HS-grad,9, White,0,0,40, United-States, <=50K
28,67386, HS-grad,9, White,0,0,40, United-States, <=50K
50,126592, HS-grad,9, Black,0,0,40, United-States, <=50K
34,49469, Bachelors,13, White,99999,0,50, United-States, >50K
37,119929, HS-grad,9, White,0,0,40, United-States, <=50K
63,158199, 1st-4th,2, White,0,0,44, Portugal, <=50K
35,341102, 9th,5, Black,0,0,40, United-States, <=50K
55,101524, Bachelors,13, White,0,0,40, United-States, >50K
40,202872, HS-grad,9, White,0,0,40, United-States, >50K
25,195201, HS-grad,9, Other,0,0,50, United-States, <=50K
51,128272, Some-college,10, White,0,0,40, United-States, <=50K
37,263094, Bachelors,13, White,7298,0,40, United-States, >50K
54,357596, Bachelors,13, White,7298,0,55, United-States, >50K
47,102628, Some-college,10, White,0,0,40, United-States, >50K
26,171114, Bachelors,13, White,0,0,40, United-States, <=50K
46,216414, Assoc-voc,11, White,0,0,40, United-States, <=50K
24,127753, 12th,8, White,0,0,40, United-States, <=50K
19,282698, 7th-8th,4, White,0,0,80, United-States, <=50K
35,139364, HS-grad,9, White,0,1902,40, United-States, >50K
36,312785, Bachelors,13, Black,0,0,35, United-States, <=50K
18,92864, 12th,8, White,0,0,20, United-States, <=50K
46,175428, Masters,14, White,0,0,40, United-States, >50K
30,104223, HS-grad,9, Black,0,0,32, United-States, <=50K
29,144784, HS-grad,9, Black,0,0,40, United-States, <=50K
65,178934, HS-grad,9, Black,0,0,20, Jamaica, <=50K
41,211253, Masters,14, White,0,0,40, United-States, >50K
34,133122, Bachelors,13, White,0,0,40, United-States, <=50K
58,103540, 7th-8th,4, Black,0,0,40, United-States, <=50K
39,172700, HS-grad,9, Black,0,0,40, United-States, <=50K
21,282484, Some-college,10, White,0,0,40, United-States, <=50K
31,323055, HS-grad,9, White,0,0,50, United-States, >50K
33,291494, Doctorate,16, White,0,0,50, United-States, >50K
28,214702, Bachelors,13, White,0,0,60, United-States, <=50K
32,116055, HS-grad,9, Black,2977,0,35, United-States, <=50K
32,226696, Bachelors,13, White,0,0,55, United-States, >50K
31,216827, HS-grad,9, Black,0,0,40, United-States, <=50K
41,153132, Prof-school,15, White,15024,0,40, United-States, >50K
48,307440, Bachelors,13, Asian-Pac-Islander,0,0,45, Philippines, >50K
27,278122, HS-grad,9, White,0,0,40, United-States, <=50K
45,122195, HS-grad,9, Black,0,0,40, United-States, <=50K
34,156890, HS-grad,9, White,0,0,50, United-States, <=50K
17,36877, 10th,6, White,0,0,10, United-States, <=50K
25,131178, HS-grad,9, Black,0,0,23, United-States, <=50K
34,62396, Bachelors,13, White,0,0,62, United-States, >50K
33,73054, HS-grad,9, White,0,0,40, United-States, <=50K
21,96844, Some-college,10, White,0,0,20, United-States, <=50K
22,324922, HS-grad,9, White,0,0,50, United-States, <=50K
61,130684, Some-college,10, White,0,0,42, United-States, <=50K
40,178983, HS-grad,9, White,0,0,30, United-States, >50K
58,81038, Some-college,10, White,0,0,12, United-States, <=50K
30,151967, Some-college,10, White,0,0,58, United-States, <=50K
24,278107, HS-grad,9, White,0,0,60, United-States, <=50K
52,183146, 12th,8, White,0,0,50, United-States, >50K
50,183638, HS-grad,9, White,0,0,40, United-States, <=50K
49,247892, Some-college,10, Black,0,0,30, United-States, <=50K
22,221480, HS-grad,9, White,0,0,40, United-States, <=50K
32,118551, Bachelors,13, White,0,0,35, ?, >50K
21,518530, Some-college,10, White,0,0,40, United-States, <=50K
25,193787, Some-college,10, White,0,0,50, United-States, <=50K
34,157466, HS-grad,9, White,0,0,45, United-States, <=50K
48,141511, 10th,6, White,0,0,45, United-States, >50K
61,158712, HS-grad,9, White,0,0,99, United-States, <=50K
21,252253, Some-college,10, Black,0,0,40, United-States, <=50K
20,200450, 7th-8th,4, White,0,0,52, United-States, <=50K
30,343789, Some-college,10, White,0,0,40, United-States, >50K
44,277647, HS-grad,9, White,0,1902,40, United-States, >50K
44,291566, HS-grad,9, Black,0,0,60, United-States, <=50K
29,151382, HS-grad,9, White,0,0,60, United-States, <=50K
31,221167, Prof-school,15, White,0,0,35, United-States, <=50K
35,196178, HS-grad,9, White,0,0,40, United-States, <=50K
27,302422, HS-grad,9, White,0,0,40, United-States, <=50K
26,37379, Bachelors,13, White,0,0,45, United-States, <=50K
37,82540, 9th,5, White,0,0,70, United-States, >50K
33,182926, Bachelors,13, White,0,0,40, ?, <=50K
44,159911, 7th-8th,4, White,0,0,55, United-States, <=50K
34,212781, Bachelors,13, White,0,0,40, United-States, >50K
28,207213, Assoc-acdm,12, White,0,0,5, United-States, <=50K
30,200192, Some-college,10, White,0,0,45, United-States, <=50K
41,180096, Bachelors,13, White,0,0,35, United-States, <=50K
23,192812, Bachelors,13, White,0,0,40, United-States, <=50K
19,105908, HS-grad,9, White,0,0,70, United-States, <=50K
48,373366, 1st-4th,2, White,3781,0,50, Mexico, <=50K
26,234190, Some-college,10, White,0,0,20, United-States, <=50K
32,260868, Bachelors,13, Black,0,0,40, United-States, >50K
26,109097, HS-grad,9, White,0,0,48, United-States, <=50K
36,171393, Masters,14, White,7298,0,55, United-States, >50K
49,209146, HS-grad,9, White,0,0,40, United-States, <=50K
33,289046, HS-grad,9, Black,0,1741,40, United-States, <=50K
54,172281, Masters,14, White,0,0,40, United-States, >50K
36,73023, HS-grad,9, White,0,0,55, United-States, <=50K
41,122626, HS-grad,9, White,0,0,48, United-States, <=50K
27,113635, Bachelors,13, White,0,0,35, United-States, <=50K
68,257269, Bachelors,13, White,0,2377,35, United-States, >50K
21,191806, Some-college,10, White,0,0,75, United-States, <=50K
56,35723, HS-grad,9, White,0,0,40, United-States, <=50K
40,30759, Assoc-voc,11, White,0,0,60, United-States, <=50K
46,105327, HS-grad,9, White,0,0,40, United-States, <=50K
55,376058, 9th,5, White,0,0,45, United-States, <=50K
43,219307, 9th,5, Black,0,0,40, United-States, <=50K
46,208067, HS-grad,9, White,0,0,40, United-States, <=50K
51,78631, Some-college,10, Amer-Indian-Eskimo,0,0,60, United-States, <=50K
19,210308, Some-college,10, White,0,0,15, United-States, <=50K
67,190661, Doctorate,16, White,7896,0,50, United-States, >50K
31,594187, HS-grad,9, White,0,0,40, United-States, <=50K
27,228476, Bachelors,13, White,0,0,50, United-States, >50K
21,126613, Some-college,10, White,0,0,40, United-States, <=50K
36,30267, HS-grad,9, White,0,0,50, United-States, <=50K
23,216811, HS-grad,9, White,0,0,16, United-States, <=50K
62,115763, Masters,14, White,0,0,40, United-States, >50K
31,199368, Bachelors,13, Black,0,0,50, United-States, >50K
52,159755, Bachelors,13, White,0,1887,40, United-States, >50K
39,188335, HS-grad,9, White,0,0,40, United-States, <=50K
24,417668, Bachelors,13, White,0,0,30, United-States, <=50K
55,141807, HS-grad,9, White,13550,0,40, United-States, >50K
38,296317, HS-grad,9, White,0,0,40, Mexico, <=50K
36,164898, HS-grad,9, White,0,0,40, United-States, <=50K
17,452406, 11th,7, Black,0,0,15, United-States, <=50K
27,42696, HS-grad,9, White,0,0,40, United-States, <=50K
30,262994, Some-college,10, Black,0,0,40, United-States, <=50K
43,167298, HS-grad,9, White,0,0,40, United-States, <=50K
51,103529, 11th,7, Black,0,0,30, United-States, <=50K
47,97883, Bachelors,13, White,25236,0,35, United-States, >50K
49,269417, Doctorate,16, White,0,2258,50, United-States, >50K
34,199539, HS-grad,9, White,0,0,48, United-States, >50K
19,39460, HS-grad,9, White,0,0,60, United-States, <=50K
79,62176, Doctorate,16, White,0,0,6, United-States, >50K
28,239130, Some-college,10, White,0,0,40, United-States, <=50K
41,151089, Some-college,10, White,0,0,50, United-States, <=50K
21,331611, Some-college,10, White,0,0,50, United-States, <=50K
31,203463, Bachelors,13, White,0,0,40, United-States, <=50K
45,151518, HS-grad,9, White,0,0,45, United-States, <=50K
23,39844, HS-grad,9, White,0,0,50, United-States, <=50K
32,299635, Some-college,10, White,0,0,50, Germany, <=50K
67,123393, 11th,7, White,0,0,40, United-States, <=50K
32,209538, Masters,14, White,0,0,55, United-States, >50K
35,238802, HS-grad,9, White,0,0,50, United-States, <=50K
29,499197, Some-college,10, White,0,0,40, United-States, <=50K
38,200220, HS-grad,9, White,0,0,40, United-States, <=50K
38,114059, Some-college,10, White,0,0,60, United-States, <=50K
18,434430, HS-grad,9, White,0,0,30, United-States, <=50K
47,185385, HS-grad,9, White,5013,0,24, United-States, <=50K
22,225156, HS-grad,9, White,0,0,40, United-States, <=50K
21,377931, Some-college,10, White,0,2377,48, United-States, <=50K
27,133359, Bachelors,13, White,0,0,50, ?, <=50K
28,226891, Some-college,10, Asian-Pac-Islander,0,0,30, ?, <=50K
32,201988, Prof-school,15, White,4508,0,40, ?, <=50K
40,287008, Prof-school,15, White,15024,0,55, Germany, >50K
23,151910, Bachelors,13, White,0,1719,40, United-States, <=50K
25,231714, Some-college,10, White,0,0,40, United-States, <=50K
44,178510, Some-college,10, White,0,2258,60, United-States, <=50K
43,178866, HS-grad,9, White,0,0,25, United-States, >50K
31,110643, Bachelors,13, White,0,1977,55, United-States, >50K
33,148261, Some-college,10, White,0,0,40, United-States, <=50K
41,217902, HS-grad,9, White,0,0,40, United-States, >50K
